id,keyword,location,text,target,extracted_usernames,extracted_hashtags,extracted_urls,entities,word_count,char_count,entities_str
3652,derailed,,Apparently a freight train has derailed at Hitchin. Amateurs.,1,[],[],[],{'ORG': ['Hitchin']},9,61,{'ORG': ['Hitchin']}
3653,derailed,"Cambridge, England",In my infinite wisdom I decided to try the train again this morning instead of WFH because the problems were fixed.… https://t.co/ZX4tTj0zh4,0,[],[],['https://t.co/ZX4tTj0zh4'],"{'TIME': ['this morning'], 'ORG': ['WFH']}",22,140,"{'TIME': ['this morning'], 'ORG': ['WFH']}"
3654,derailed,UK,"Good morning, sorry to hear this. This is due to a derailed freight train at Hitchin, apologies for the inconvenience caused ^D",1,[],[],[],{'PERSON': ['Hitchin']},22,127,{'PERSON': ['Hitchin']}
3655,derailed,,She really did have the champion mindset and I kind of wish she got her title shot just to see her KO’d… https://t.co/lb4oorLK9z,0,[],[],['https://t.co/lb4oorLK9z'],{},23,128,{}
3656,derailed,Hitchin + London,"Bit weird, really. Platform packed, no trains since before 7 because a freight train derailed in the depot. Sounded… https://t.co/fqzkAlItFB",1,[],[],['https://t.co/fqzkAlItFB'],{},20,140,{}
3657,derailed,East of England,No Great Northern and Thameslink services from #Cambridge and #Peterborough will call at #Hitchin this morning - it… https://t.co/0RXRC06xY1,1,[],"['Cambridge', 'Peterborough', 'Hitchin']",['https://t.co/0RXRC06xY1'],"{'PERSON': ['Thameslink', 'Cambridge', 'Peterborough', 'Hitchin', 'https://t.co/0RXRC06xY1']}",19,140,"{'PERSON': ['Thameslink', 'Cambridge', 'Peterborough', 'Hitchin', 'https://t.co/0RXRC06xY1']}"
3658,derailed,London England.,Taking the train through Hitchin this morning? Be aware a freight train has derailed at the depot there so services ar…,1,[],[],[],"{'PERSON': ['Hitchin'], 'TIME': ['this morning']}",21,119,"{'PERSON': ['Hitchin'], 'TIME': ['this morning']}"
3659,derailed,,"By the time we reach the end of this Binding Chaos series, we will be back on the road to building a better world, arm…",0,[],[],[],{},25,119,{}
3660,derailed,London England.,The freight train on the right has derailed at Hitchin this morning so my train (on the left) is delayed and creepi… https://t.co/0MBeS99IS0,1,[],[],['https://t.co/0MBeS99IS0'],"{'PERSON': ['Hitchin'], 'TIME': ['this morning']}",23,140,"{'PERSON': ['Hitchin'], 'TIME': ['this morning']}"
3661,derailed,,"Good morning, there is a derailed freight train at Hitchin, this is being investigated ^D",1,[],[],[],{'PERSON': ['Hitchin']},15,89,{'PERSON': ['Hitchin']}
3662,derailed,Norfolk via Essex and London,Taking the train through Hitchin this morning? Be aware a freight train has derailed at the depot there so services… https://t.co/pt5O68VHcn,1,[],[],['https://t.co/pt5O68VHcn'],"{'PERSON': ['Hitchin'], 'TIME': ['this morning']}",21,140,"{'PERSON': ['Hitchin'], 'TIME': ['this morning']}"
3663,derailed,,"Hi Kevin, I'm very sorry about this. A freight train has derailed which is causing some delays to services, ple…",1,[],[],[],{'PERSON': ['Kevin']},20,112,{'PERSON': ['Kevin']}
3664,derailed,,"Good morning, we have had a train derailed at Hitchin, so there are now delays and cancellations, really sorry…",1,[],[],[],{'PERSON': ['Hitchin']},19,111,{'PERSON': ['Hitchin']}
3665,derailed,,Today its 100% the derailed train at hitchin,1,[],[],[],"{'DATE': ['Today'], 'PERCENT': ['100%']}",8,44,"{'DATE': ['Today'], 'PERCENT': ['100%']}"
3666,derailed,UK,"Hi Kevin, I'm very sorry about this. A freight train has derailed which is causing some delays to ser… https://t.co/KmY2TZEKza",1,[],[],['https://t.co/KmY2TZEKza'],{'PERSON': ['Kevin']},20,126,{'PERSON': ['Kevin']}
3667,derailed,UK,"Good morning, there is a derailed freight train at Hitchin, this is being investigated ^D",1,[],[],[],{'PERSON': ['Hitchin']},15,89,{'PERSON': ['Hitchin']}
3668,derailed,UK,"Good morning, we have been informed of a derailed freight train at Hitchin this morning,… https://t.co/kRU9vvSrK5",1,[],[],['https://t.co/kRU9vvSrK5'],"{'PERSON': ['Hitchin'], 'TIME': ['this morning']}",16,113,"{'PERSON': ['Hitchin'], 'TIME': ['this morning']}"
3669,derailed,,Freight train derailed ahead of you. They doing checks,1,[],[],[],{},9,54,{}
3670,derailed,UK,"Good morning, we have had a train derailed at Hitchin, so there are now delays and cancellations, really sorry for this ^D",1,[],[],[],{'PERSON': ['Hitchin']},22,122,{'PERSON': ['Hitchin']}
3671,derailed,Southern Reach,Derailed in the depot! Oops!,1,[],[],[],{},5,28,{}
3672,derailed,,"Good morning, the service is delayed by a derailed train, apologies for the inconvenience caused ^D",1,[],[],[],{},16,99,{}
3673,derailed,UK,"Good morning, the service is delayed by a derailed train, apologies for the inconvenience caused ^D",1,[],[],[],{},16,99,{}
3674,derailed,,This has derailed my entire day... still waiting on my ortho for a referral 😭,0,[],[],[],{},15,77,{}
3675,derailed,"Lagos, Nigeria","Welcome back Marketa Vondrousova. The 20yo Roland Garros finalist wins in her 1st match since Wimbledon, 63 60 over Tatian…",0,[],[],[],"{'PERSON': ['Marketa Vondrousova', 'Roland Garros'], 'ORDINAL': ['20yo'], 'DATE': ['her 1st', '63 60'], 'GPE': ['Wimbledon'], 'NORP': ['Tatian']}",20,123,"{'PERSON': ['Marketa Vondrousova', 'Roland Garros'], 'ORDINAL': ['20yo'], 'DATE': ['her 1st', '63 60'], 'GPE': ['Wimbledon'], 'NORP': ['Tatian']}"
3676,derailed,5️⃣5️⃣9️⃣,Sorry to break it to you: You can't vote for change if you're voting democrat or republican. Nothing has derailed the tr…,0,[],[],[],"{'NORP': ['democrat', 'republican']}",22,121,"{'NORP': ['democrat', 'republican']}"
3677,derailed,"Deoband, Uttar Pradesh",She looks so mentally derailed,0,[],[],[],{},5,30,{}
3678,derailed,"Cleveland, Ohio",Fitting a targeting penalty derailed Clemson’s defense like it did OSU’s in the semi-final. How does it feel when i… https://t.co/vGwJjF9clx,0,[],[],['https://t.co/vGwJjF9clx'],"{'ORG': ['Clemson’s', 'OSU']}",21,140,"{'ORG': ['Clemson’s', 'OSU']}"
3679,derailed,"Nairobi,🇰🇪","An excellent write-up from on what to watch in 2020. As writes, much rides on the future of US…",0,[],[],[],"{'DATE': ['2020'], 'GPE': ['US']}",19,95,"{'DATE': ['2020'], 'GPE': ['US']}"
3680,derailed,"New Delhi, India","The unfortunate part of Hindu society is that whenever we start discussions about our society, someone br…",0,[],[],[],{'NORP': ['Hindu']},17,106,{'NORP': ['Hindu']}
3681,derailed,,"The unfortunate part of Hindu society is that whenever we start discussions about our society, some… https://t.co/DuLsCxfAnO",0,[],[],['https://t.co/DuLsCxfAnO'],{'NORP': ['Hindu']},17,124,{'NORP': ['Hindu']}
3682,derailed,"Gauteng, South Africa",😭😭My studies have derailed my self-esteem &amp; sometimes think I'm dumb...I'm on my 3rd level &amp; was thinking of…,0,[],[],[],{'ORG': ['3rd level &amp']},19,117,{'ORG': ['3rd level &amp']}
3683,derailed,Terra,"Legit had someone approach me in the gym once. ""Sorry, I am here to work out, not talk"" instantly deraile… https://t.co/ok67BkQ6pz",0,[],[],['https://t.co/ok67BkQ6pz'],{},21,130,{}
3684,derailed,,Oh. Uh. Train of thought derailed by snaccos :/,0,[],[],[],{'PERSON': ['snaccos :/']},9,47,{'PERSON': ['snaccos :/']}
3685,derailed,"Lusaka, Zambia",Always tend to lose focus and derailed by excitement. Bootlicking becomes part of the business agenda,0,[],[],[],{},16,101,{}
3686,derailed,Polokwane,😭😭My studies have derailed my self-esteem &amp; sometimes think I'm dumb...I'm on my 3rd level &amp; was thinking of quitting school💔,0,[],[],[],"{'ORG': ['3rd level &amp', '💔']}",21,133,"{'ORG': ['3rd level &amp', '💔']}"
3687,derailed,"California, USA","Me: Trump locking children in cages apart from their families is wrong. Boomer: Yeah, but Obama built the cages. Me: ... so?…",0,[],[],[],{'PERSON': ['Obama']},22,125,{'PERSON': ['Obama']}
3688,derailed,Hawaii,"IDEA With UBI, worker-owned coöperatives can pay under min IF the highest-paid worker (manager) m… https://t.co/7eCaKkTOWp",0,[],[],['https://t.co/7eCaKkTOWp'],{},16,122,{}
3689,derailed,,"TRUE! &amp;, unlike many democrats, Amy Klobuchar can debate Trump without getting derailed by his petty 3rd grade antics. She's…",0,[],[],[],"{'NORP': ['democrats'], 'PERSON': ['Amy Klobuchar', 'Trump'], 'ORDINAL': ['3rd']}",20,129,"{'NORP': ['democrats'], 'PERSON': ['Amy Klobuchar', 'Trump'], 'ORDINAL': ['3rd']}"
3690,derailed,Pittsburgh,"Remember when this cheer derailed the campaign of Howard Dean? Years later, Trumps mo…",0,[],[],[],"{'PERSON': ['Howard Dean', 'Trumps mo…'], 'DATE': ['Years later']}",14,86,"{'PERSON': ['Howard Dean', 'Trumps mo…'], 'DATE': ['Years later']}"
3691,derailed,Pittsburgh,Remember when this cheer derailed the campaign of Howard Dean? Years late… https://t.co/vk6ALGmi7l,0,[],[],['https://t.co/vk6ALGmi7l'],"{'PERSON': ['Howard Dean'], 'DATE': ['Years late']}",13,98,"{'PERSON': ['Howard Dean'], 'DATE': ['Years late']}"
3692,derailed,"harveys, taking a shit",i guarantee it was because he almost derailed academy award season by being leaving everyone thin… https://t.co/EPpVTbxUvF,0,[],[],['https://t.co/EPpVTbxUvF'],{},17,122,{}
3693,derailed,,"French designer cancels Paris fashion show, derailed by strike chaos https://t.co/n8axSGy3MG https://t.co/3dLMSA1HSl",1,[],[],"['https://t.co/n8axSGy3MG', 'https://t.co/3dLMSA1HSl']","{'NORP': ['French'], 'GPE': ['Paris']}",12,116,"{'NORP': ['French'], 'GPE': ['Paris']}"
3694,derailed,Islamic Republic of Iran,Real Agenda of Kuala Lumpur Islamic Summit Plans Derailed by Saudi Arabia. https://t.co/qS6WZOZQgN,0,[],[],['https://t.co/qS6WZOZQgN'],"{'ORG': ['Kuala Lumpur Islamic Summit Plans Derailed'], 'GPE': ['Saudi Arabia']}",13,98,"{'ORG': ['Kuala Lumpur Islamic Summit Plans Derailed'], 'GPE': ['Saudi Arabia']}"
3695,derailed,loonarmyversewol + she/her,this tweet derailed very quickly,0,[],[],[],{},5,32,{}
3696,derailed,"Florida, USA",Side note: So I’ve been kicking around the idea of streaming for a couple hours Mon-Wed-Fri but that kinda got dera… https://t.co/QlzAzHBmuG,0,[],[],['https://t.co/QlzAzHBmuG'],"{'TIME': ['a couple hours'], 'GPE': ['kinda'], 'ORG': ['dera']}",22,140,"{'TIME': ['a couple hours'], 'GPE': ['kinda'], 'ORG': ['dera']}"
3697,derailed,"Hazel Park, MI","My favorite type of American is the one who swears they hate Trump, like so much you cant even joke about the guy w… https://t.co/jT86YUXS9E",0,[],[],['https://t.co/jT86YUXS9E'],"{'NORP': ['American'], 'PERSON': ['Trump']}",25,140,"{'NORP': ['American'], 'PERSON': ['Trump']}"
3698,derailed,The BASSment,"So, today I learned that Jerry Springer was formerly a lawyer and politician, and was once the mayor of Cincinnati?? And h…",0,[],[],[],"{'PERSON': ['Jerry Springer'], 'GPE': ['Cincinnati']}",22,123,"{'PERSON': ['Jerry Springer'], 'GPE': ['Cincinnati']}"
3699,derailed,"Nairobi,KENYA",Momma's boy doing his thing. Perhaps I will have to go back to how he was raised. I might b breaking sweat judgi… https://t.co/S5MmgXfT0U,0,[],[],['https://t.co/S5MmgXfT0U'],{'PERSON': ['Momma']},24,137,{'PERSON': ['Momma']}
3700,derailed,Tower of the Dead,When Phil doesn’t get tips and gets derailed by the hype train. https://t.co/sp9bfVXkRg,0,[],[],['https://t.co/sp9bfVXkRg'],"{'PERSON': ['Phil'], 'ORG': ['https://t.co/sp9bfVXkRg']}",13,87,"{'PERSON': ['Phil'], 'ORG': ['https://t.co/sp9bfVXkRg']}"
3701,derailed,,"Not shown in this thread was me, the DM, crumpled in the fetal position on the floor when the party derailed the session to make…",0,[],[],[],{'ORG': ['DM']},25,129,{'ORG': ['DM']}
3702,derailed,,Exposed #derailed,0,[],['derailed'],[],{},2,17,{}
3703,derailed,New York City,"I'd believe it, considering the fact that Bernie derailed another woman by not bowing out in 2016. All women s… https://t.co/xzRwgE0HBK",0,[],[],['https://t.co/xzRwgE0HBK'],"{'PERSON': ['Bernie'], 'DATE': ['2016']}",21,135,"{'PERSON': ['Bernie'], 'DATE': ['2016']}"
3704,derailed,The Vulgar Unicorn,"/ic/ was created as a containment board because drawthreads kept getting derailed, found… https://t.co/gqqMY3PvMV",0,[],[],['https://t.co/gqqMY3PvMV'],{},14,113,{}
3705,derailed,"Here, Now","Which she eventually had to apologize for and walk back: ""Monday’s remarks were an effort to move past the fallout from…",0,[],[],[],{'DATE': ['Monday']},21,120,{'DATE': ['Monday']}
3706,derailed,,"The headline on CNN ALL DAY today had ""Bernie says a woman can't win the Presidency"" on th… https://t.co/mdBJ5CWpk0",0,[],[],['https://t.co/mdBJ5CWpk0'],"{'ORG': ['CNN'], 'DATE': ['today'], 'PERSON': ['Bernie']}",19,115,"{'ORG': ['CNN'], 'DATE': ['today'], 'PERSON': ['Bernie']}"
3707,derailed,,Real Agenda of Kuala Lumpur Islamic Summit Plans Derailed by Saudi Arabia. https://t.co/aRxNthkyNv,0,[],[],['https://t.co/aRxNthkyNv'],"{'ORG': ['Kuala Lumpur Islamic Summit Plans Derailed'], 'GPE': ['Saudi Arabia']}",13,98,"{'ORG': ['Kuala Lumpur Islamic Summit Plans Derailed'], 'GPE': ['Saudi Arabia']}"
3708,derailed,Islamic Republic of Iran,Real Agenda of Kuala Lumpur Islamic Summit Plans Derailed by Saudi Arabia. https://t.co/aRxNthkyNv,0,[],[],['https://t.co/aRxNthkyNv'],"{'ORG': ['Kuala Lumpur Islamic Summit Plans Derailed'], 'GPE': ['Saudi Arabia']}",13,98,"{'ORG': ['Kuala Lumpur Islamic Summit Plans Derailed'], 'GPE': ['Saudi Arabia']}"
3709,derailed,,How to avoid getting derailed in your business by the personal work that you need to do. https://t.co/UESZ6hhGyb… https://t.co/BAQgNhUvEz,0,[],[],"['https://t.co/UESZ6hhGyb…', 'https://t.co/BAQgNhUvEz']",{'PERSON': ['https://t.co/UESZ6hhGyb']},19,137,{'PERSON': ['https://t.co/UESZ6hhGyb']}
3710,derailed,,"Oh dear, our conversation has completely derailed, has it not?",0,[],[],[],{},10,62,{}
3711,derailment,,"Hi there, I'm very sorry to hear this, we are running a reduced service at the moment due to the freight train derail…",1,[],[],[],{},23,118,{}
3712,derailment,UK,"Hi there, we are running a reduced service at the moment due to the freight train derailment, your next ser… https://t.co/GuU2W2rNX5",1,[],[],['https://t.co/GuU2W2rNX5'],{},21,132,{}
3713,derailment,"Lowca, Cumbria (in spirit)",⚠️ Update: the freight derailment in a yard at #Hitchin cut the cable controlling a set of points on 1 track through the…,1,[],['Hitchin'],[],"{'PERSON': ['Hitchin'], 'CARDINAL': ['1']}",23,121,"{'PERSON': ['Hitchin'], 'CARDINAL': ['1']}"
3714,derailment,UK,"""A freight train has experienced a low speed derailment at #Hitchin"" 1) Trains don't ""experience"" 2) Thank goodness…",1,[],['Hitchin'],[],"{'PERSON': ['Hitchin'], 'CARDINAL': ['1', '2']}",18,116,"{'PERSON': ['Hitchin'], 'CARDINAL': ['1', '2']}"
3715,derailment,,"Hi there, I'm very sorry about this. We are running a reduced service this morning to the freight tr…",1,[],[],[],{'TIME': ['this morning']},19,101,{'TIME': ['this morning']}
3716,derailment,UK,"Hi there, I'm very sorry to hear this, we are running a reduced service at the moment due to the freight tr… https://t.co/1IvWLNWYOw",1,[],[],['https://t.co/1IvWLNWYOw'],{},23,132,{}
3717,derailment,UK,"Hi there, I'm very sorry about this. We are running a reduced service this morning to the… https://t.co/x77RvEzxMD",1,[],[],['https://t.co/x77RvEzxMD'],{'TIME': ['this morning']},18,114,{'TIME': ['this morning']}
3718,derailment,,"Hi Ally, I'm very sorry about this, we are running a reduced service at the moment due to the freight train derailm…",1,[],[],[],{},22,116,{}
3719,derailment,"King's Lynn, England",Hope the derailment wasn't serious,0,[],[],[],{},5,34,{}
3720,derailment,"London, England",Amazing how a train derailment in Hitching can cause such carnage across the network. Causing hoards of blue and bl… https://t.co/M7Hn6NOGDE,1,[],[],['https://t.co/M7Hn6NOGDE'],{},21,140,{}
3721,derailment,,#TLUpdates - We have been informed that a freight train has had a low speed derailment within the depot/sidings in the Hitchi…,1,[],['TLUpdates'],[],"{'MONEY': ['TLUpdates'], 'PERSON': ['Hitchi']}",22,126,"{'MONEY': ['TLUpdates'], 'PERSON': ['Hitchi']}"
3722,derailment,,This freight train was due into Hitchin at 05:50 this morning and it was then that the dera… https://t.co/pCOEWY0hm8,1,[],[],['https://t.co/pCOEWY0hm8'],"{'PERSON': ['Hitchin'], 'TIME': ['05:50 this morning']}",19,116,"{'PERSON': ['Hitchin'], 'TIME': ['05:50 this morning']}"
3723,derailment,National Helpline 0345 711 4141,⚠️ Update: the freight derailment in a yard at #Hitchin cut the cable controlling a set of points on 1 track throug… https://t.co/WPkKfWy2Oa,1,[],['Hitchin'],['https://t.co/WPkKfWy2Oa'],"{'PERSON': ['Hitchin'], 'CARDINAL': ['1']}",23,140,"{'PERSON': ['Hitchin'], 'CARDINAL': ['1']}"
3724,derailment,UK,"Hi Ally, I'm very sorry about this, we are running a reduced service at the moment due to the freight tra… https://t.co/Aq6KGHKErh",1,[],[],['https://t.co/Aq6KGHKErh'],{},22,130,{}
3725,derailment,,"Hi Emily, we are having to run a reduced service due to the derailment, some services are having to run thro…",1,[],[],[],{'PERSON': ['thro']},21,109,{'PERSON': ['thro']}
3726,derailment,Broadway,Hopeless questioning poor prep you want brief answers shorten your blinkin… https://t.co/dCxrZeLqpT,0,[],[],['https://t.co/dCxrZeLqpT'],{'GPE': ['https://t.co/dCxrZeLqpT']},12,99,{'GPE': ['https://t.co/dCxrZeLqpT']}
3727,derailment,UK,"Hi Emily, we are having to run a reduced service due to the derailment, some services are having t… https://t.co/c4acqOyDQF",1,[],[],['https://t.co/c4acqOyDQF'],{},20,123,{}
3728,derailment,,Yesterday it was power problems and stranded at Royston and today its a train derailment and temporarily stranded a… https://t.co/hYEGiYGz5O,0,[],[],['https://t.co/hYEGiYGz5O'],"{'DATE': ['Yesterday', 'today'], 'ORG': ['Royston']}",20,140,"{'DATE': ['Yesterday', 'today'], 'ORG': ['Royston']}"
3729,derailment,,is the derailment cleared - ie can we expect this chaos in this afternoons rush hour too?,0,[],[],[],{},17,89,{}
3730,derailment,,A freight train has experienced a low speed derailment at #Hitchin which is affecting services on between #…,1,[],['Hitchin'],[],"{'PERSON': ['Hitchin'], 'MONEY': ['between #…']}",18,108,"{'PERSON': ['Hitchin'], 'MONEY': ['between #…']}"
3731,derailment,"Peterborough, England",A train has had a low speed derailment at Hitchin as a result no trains are calling at Hitchin station until furth… https://t.co/5wgzwC4Tde,1,[],[],['https://t.co/5wgzwC4Tde'],"{'ORG': ['Hitchin', 'Hitchin']}",23,139,"{'ORG': ['Hitchin', 'Hitchin']}"
3732,derailment,"Cambridge, Europe","""A freight train has experienced a low speed derailment at #Hitchin"" 1) Trains don't ""experience"" 2) Thank goodness it wasnt faster",1,[],['Hitchin'],[],"{'PERSON': ['Hitchin'], 'CARDINAL': ['1', '2']}",21,131,"{'PERSON': ['Hitchin'], 'CARDINAL': ['1', '2']}"
3733,derailment,,#GNUpdates - We have been informed that a freight train has had a low speed derailment within the depot/sidings in the Hitchi…,1,[],['GNUpdates'],[],{'PERSON': ['Hitchi']},22,126,{'PERSON': ['Hitchi']}
3734,derailment,,Derailment in depot apparently,1,[],[],[],{},4,30,{}
3735,derailment,Sussex UK,A freight train has experienced a low speed derailment at #Hitchin which is affecting services on betwee… https://t.co/i3iOPnkW45,1,[],['Hitchin'],['https://t.co/i3iOPnkW45'],{'PERSON': ['Hitchin']},18,129,{'PERSON': ['Hitchin']}
3736,derailment,,They tell lies. A train I get was showing as cancelled due to lack of crew. An hour late…,1,[],[],[],{'TIME': ['An hour']},19,89,{'TIME': ['An hour']}
3737,derailment,,why is the 0714 HIT-CAM stuck at Royston please? Should e clear of the derailment??,1,[],[],[],"{'DATE': ['0714'], 'GPE': ['Royston']}",15,83,"{'DATE': ['0714'], 'GPE': ['Royston']}"
3738,derailment,,"Delays of up to 60 minutes and some #cancellations on #Thameslink between #Stevenage and Cambridge, and between Stevena…",1,[],"['cancellations', 'Thameslink', 'Stevenage']",[],"{'TIME': ['60 minutes'], 'PERSON': ['Thameslink'], 'GPE': ['Cambridge'], 'ORG': ['Stevena']}",18,120,"{'TIME': ['60 minutes'], 'PERSON': ['Thameslink'], 'GPE': ['Cambridge'], 'ORG': ['Stevena']}"
3739,derailment,"Welwyn, East",They tell lies. A train I get was showing as cancelled due to lack of crew. An hou… https://t.co/LpG97ske8r,1,[],[],['https://t.co/LpG97ske8r'],"{'GPE': ['hou', 'https://t.co/LpG97ske8r']}",19,107,"{'GPE': ['hou', 'https://t.co/LpG97ske8r']}"
3740,derailment,,"Hichin derailment, told could use train tix on local bus at LET to get to STE. Not accepting. Now out of… https://t.co/NXjr8Gco6F",1,[],[],['https://t.co/NXjr8Gco6F'],{'ORG': ['STE']},22,129,{'ORG': ['STE']}
3741,derailment,Salford,"Delays of up to 60 minutes and some #cancellations on #Thameslink between #Stevenage and Cambridge, and between Ste… https://t.co/Sk1uIJlIzy",1,[],"['cancellations', 'Thameslink', 'Stevenage']",['https://t.co/Sk1uIJlIzy'],"{'TIME': ['60 minutes'], 'PERSON': ['Thameslink', 'Ste'], 'GPE': ['Cambridge']}",19,140,"{'TIME': ['60 minutes'], 'PERSON': ['Thameslink', 'Ste'], 'GPE': ['Cambridge']}"
3742,derailment,Salford,"#Delays of up to 60 minutes and some cancellations on #GreatNorthern between #Stevenage and #Cambridge, and between… https://t.co/19osfe9Kkt",1,[],"['Delays', 'GreatNorthern', 'Stevenage', 'Cambridge']",['https://t.co/19osfe9Kkt'],"{'TIME': ['60 minutes'], 'MONEY': ['GreatNorthern'], 'PERSON': ['Cambridge']}",18,140,"{'TIME': ['60 minutes'], 'MONEY': ['GreatNorthern'], 'PERSON': ['Cambridge']}"
3743,derailment,UK,why is the 0714 HIT-CAM stuck at Royston please? Should e clear of the derailment??,0,[],[],[],"{'DATE': ['0714'], 'GPE': ['Royston']}",15,83,"{'DATE': ['0714'], 'GPE': ['Royston']}"
3744,derailment,,"Hi Lisa, I'm very sorry about this, a freight train has experienced a low speed derailment at Hitchin which is…",1,[],[],[],"{'PERSON': ['Lisa'], 'ORG': ['Hitchin']}",20,111,"{'PERSON': ['Lisa'], 'ORG': ['Hitchin']}"
3745,derailment,,plse can you explain decision to turf whole train of customers off train at Gatwick because of a derailment in Hit…,1,[],[],[],"{'PERSON': ['Gatwick'], 'GPE': ['Hit']}",21,115,"{'PERSON': ['Gatwick'], 'GPE': ['Hit']}"
3746,derailment,UK,"Hi Lisa, I'm very sorry about this, a freight train has experienced a low speed derailment at Hitchin… https://t.co/LvGosPsrUj",1,[],[],['https://t.co/LvGosPsrUj'],"{'PERSON': ['Lisa', 'Hitchin']}",19,126,"{'PERSON': ['Lisa', 'Hitchin']}"
3747,derailment,,plse can you explain decision to turf whole train of customers off train at Gatwick because of a derailme… https://t.co/vDDetiHYoR,1,[],[],['https://t.co/vDDetiHYoR'],{'PERSON': ['Gatwick']},20,130,{'PERSON': ['Gatwick']}
3748,derailment,,We have been stuck at Baldock for over 20 minutes now due to the derailment at Hitchin and our driver doesn'…,1,[],[],[],"{'TIME': ['20 minutes'], 'ORG': ['Hitchin'], 'PERSON': [""driver doesn'""]}",21,109,"{'TIME': ['20 minutes'], 'ORG': ['Hitchin'], 'PERSON': [""driver doesn'""]}"
3749,derailment,,how very helpful that because of a derailment in Hitchin 65 miles away you think people on BRIGHTON only… https://t.co/BfqAtSMkl0,0,[],[],['https://t.co/BfqAtSMkl0'],"{'PERSON': ['Hitchin'], 'QUANTITY': ['65 miles']}",20,129,"{'PERSON': ['Hitchin'], 'QUANTITY': ['65 miles']}"
3750,derailment,UK,Hi Simon. I do apologise for the disruption. Due to a freight train derailment in the Hitchin area… https://t.co/6jonuyxaxu,1,[],[],['https://t.co/6jonuyxaxu'],"{'PERSON': ['Simon', 'Hitchin']}",19,123,"{'PERSON': ['Simon', 'Hitchin']}"
3751,derailment,"London, England",We have been stuck at Baldock for over 20 minutes now due to the derailment at Hitchin and our driver doe… https://t.co/xkRizi923Q,1,[],[],['https://t.co/xkRizi923Q'],"{'TIME': ['20 minutes'], 'PERSON': ['Hitchin', 'https://t.co/xkRizi923Q']}",22,130,"{'TIME': ['20 minutes'], 'PERSON': ['Hitchin', 'https://t.co/xkRizi923Q']}"
3752,derailment,National Helpline 0345 711 4141,A freight train has had a low-speed derailment in the Hitchin area - off our route on the line to Edinburgh- and it… https://t.co/mXdPuQpQyu,1,[],[],['https://t.co/mXdPuQpQyu'],{'PERSON': ['Hitchin']},24,140,{'PERSON': ['Hitchin']}
3753,derailment,UK,"Hi Dave, a freight train has experienced a low speed derailment at Hitchin which is a… https://t.co/MJ1GGTcO0X",1,[],[],['https://t.co/MJ1GGTcO0X'],"{'PERSON': ['Dave'], 'ORG': ['Hitchin']}",17,110,"{'PERSON': ['Dave'], 'ORG': ['Hitchin']}"
3754,derailment,,How does what appears to be a fairly recent derailment in Hitchin cause the 6:51 KGX to CBG to be cancelled?,0,[],[],[],"{'PERSON': ['Hitchin'], 'ORDINAL': ['6:51'], 'ORG': ['KGX', 'CBG']}",21,108,"{'PERSON': ['Hitchin'], 'ORDINAL': ['6:51'], 'ORG': ['KGX', 'CBG']}"
3755,derailment,,"Hi there, a freight train has experienced a low speed derailment in the Hitchin area which is causing some delays.…",1,[],[],[],{'ORG': ['Hitchin']},20,115,{'ORG': ['Hitchin']}
3756,derailment,Hertfordshire,How does what appears to be a fairly recent derailment in Hitchin cause the 6:51 KGX to CBG to be cancelled?,0,[],[],[],"{'PERSON': ['Hitchin'], 'ORDINAL': ['6:51'], 'ORG': ['KGX', 'CBG']}",21,108,"{'PERSON': ['Hitchin'], 'ORDINAL': ['6:51'], 'ORG': ['KGX', 'CBG']}"
3757,derailment,UK,"Hi there, a freight train has experienced a low speed derailment in the Hitchin area which is causing so… https://t.co/yIy70KXTbr",1,[],[],['https://t.co/yIy70KXTbr'],{'ORG': ['Hitchin']},20,129,{'ORG': ['Hitchin']}
3758,derailment,UK,#TLUpdates - We have been informed that a freight train has had a low speed derailment within the depot/sidings in… https://t.co/SeonfwajGb,1,[],['TLUpdates'],['https://t.co/SeonfwajGb'],{'MONEY': ['TLUpdates']},21,139,{'MONEY': ['TLUpdates']}
3759,derailment,UK,#GNUpdates - We have been informed that a freight train has had a low speed derailment within the depot/sidings in… https://t.co/j2eIxLlUiT,1,[],['GNUpdates'],['https://t.co/j2eIxLlUiT'],{},21,139,{}
3760,derailment,"London, England",Been a derailment ay Hitchin,1,[],[],[],{'PERSON': ['Hitchin']},5,28,{'PERSON': ['Hitchin']}
3761,derailment,,Derailment at Hitchin. All trains delayed 😩,1,[],[],[],{},7,43,{}
3762,derailment,,Is it true there's been a derailment at Hitchin?,0,[],[],[],{'PERSON': ['Hitchin']},9,48,{'PERSON': ['Hitchin']}
3763,derailment,,"Morning, sat on the 07:05 from Letchworth and have stopped at a red signal. Any update on the train derai… https://t.co/Hz9zqrDaPD",1,[],[],['https://t.co/Hz9zqrDaPD'],{'GPE': ['Letchworth']},21,130,{'GPE': ['Letchworth']}
3764,derailment,,Derailment at Hitchen just happened affecting Southbound trains....,1,[],[],[],{'NORP': ['Southbound']},8,67,{'NORP': ['Southbound']}
3765,derailment,"England, United Kingdom",Derailment at Hitchin. All trains delayed 😩,1,[],[],[],{},7,43,{}
